-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-3,-0.999997
-0.999997,-3
-3,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-3,-3
-3,-3
-3,-3
-3,-3
-0.999997,-3
-3,-3
-3,-3
-3,-0.999997
-0.999997,-3
-3,-3
-0.999997,-3
-3,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-3
-3,-3
-3,-3
-3,-3
-0.999997,-0.999997
-3,-3
-3,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-0.999997,-3
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-3,-3
-0.999997,-0.999997
-3,-3
-0.999997,-3
-3,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-3
-0.999997,-3
-3,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-3
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-3,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-3,-0.999997
-0.999997,-3
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-3,-3
-3,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-3,-0.999997
-3,-0.999997
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-3,-0.999997
-3,-3
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-3,-0.999997
-3,-0.999997
-3,-3
-3,-3
-3,-0.999997
-3,-3
-3,-3
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-3,-0.999997
-3,-0.999997
-3,-0.999997
-3,-3
-3,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-3,-3
-3,-0.999997
-3,-0.999997
-3,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-3,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-3,-0.999997
-3,-3
-3,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-3
-3,-3
-0.999997,-3
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-3
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-3
-3,-0.999997
-3,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-0.999997
-3,-0.999997
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-3
-0.999997,-0.999997
-0.999997,-0.999997
-0.999997,-0.999997
-3,-0.999997
-0.999997,-0.999997
-3,-3
-3,-3
