Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,50,
Label,,
TIME,CH1,CH1 Peak Detect
4.81420e-05,205,205
4.81440e-05,205,205
4.81460e-05,205,205
4.81480e-05,203,203
4.81500e-05,205,205
4.81520e-05,205,205
4.81540e-05,205,205
4.81560e-05,205,205
4.81580e-05,205,205
4.81600e-05,205,205
4.81620e-05,205,205
4.81640e-05,205,205
4.81660e-05,205,205
4.81680e-05,205,205
4.81700e-05,205,205
4.81720e-05,205,205
4.81740e-05,205,205
4.81760e-05,205,205
4.81780e-05,205,205
4.81800e-05,205,205
4.81820e-05,205,205
4.81840e-05,205,205
4.81860e-05,205,205
4.81880e-05,205,205
4.81900e-05,205,205
4.81920e-05,205,205
4.81940e-05,205,205
4.81960e-05,205,205
4.81980e-05,205,205
4.82000e-05,205,205
4.82020e-05,205,205
4.82040e-05,205,205
4.82060e-05,205,205
4.82080e-05,205,205
4.82100e-05,205,205
4.82120e-05,205,205
4.82140e-05,205,205
4.82160e-05,205,205
4.82180e-05,205,205
4.82200e-05,205,203
4.82220e-05,205,205
4.82240e-05,205,203
4.82260e-05,205,205
4.82280e-05,205,205
4.82300e-05,205,205
4.82320e-05,205,205
4.82340e-05,205,205
4.82360e-05,205,203
4.82380e-05,205,205
4.82400e-05,205,205
4.82420e-05,205,205
4.82440e-05,205,205
4.82460e-05,205,205
4.82480e-05,205,205
4.82500e-05,205,205
4.82520e-05,205,205
4.82540e-05,205,205
4.82560e-05,205,205
4.82580e-05,205,205
4.82600e-05,205,205
4.82620e-05,205,205
4.82640e-05,205,205
4.82660e-05,205,205
4.82680e-05,205,205
4.82700e-05,205,205
4.82720e-05,205,205
4.82740e-05,205,205
4.82760e-05,205,205
4.82780e-05,205,205
4.82800e-05,205,205
4.82820e-05,205,205
4.82840e-05,205,205
4.82860e-05,205,205
4.82880e-05,205,205
4.82900e-05,205,205
4.82920e-05,205,205
4.82940e-05,205,205
4.82960e-05,205,205
4.82980e-05,205,205
4.83000e-05,205,205
4.83020e-05,205,205
4.83040e-05,205,205
4.83060e-05,205,205
4.83080e-05,205,205
4.83100e-05,205,205
4.83120e-05,205,205
4.83140e-05,205,205
4.83160e-05,205,205
4.83180e-05,205,205
4.83200e-05,205,205
4.83220e-05,205,205
4.83240e-05,205,205
4.83260e-05,205,205
4.83280e-05,205,205
4.83300e-05,205,205
4.83320e-05,205,205
4.83340e-05,205,205
4.83360e-05,205,205
4.83380e-05,205,205
4.83400e-05,205,205
4.83420e-05,205,205
4.83440e-05,205,203
4.83460e-05,205,205
4.83480e-05,205,205
4.83500e-05,205,205
4.83520e-05,205,205
4.83540e-05,205,205
4.83560e-05,205,205
4.83580e-05,205,205
4.83600e-05,205,205
4.83620e-05,205,205
4.83640e-05,205,205
4.83660e-05,205,205
4.83680e-05,205,205
4.83700e-05,205,205
4.83720e-05,205,205
4.83740e-05,205,205
4.83760e-05,205,205
4.83780e-05,205,205
4.83800e-05,205,203
4.83820e-05,205,205
4.83840e-05,205,205
4.83860e-05,205,205
4.83880e-05,205,205
4.83900e-05,205,205
4.83920e-05,205,205
4.83940e-05,205,205
4.83960e-05,205,205
4.83980e-05,205,205
4.84000e-05,205,205
4.84020e-05,205,205
4.84040e-05,205,205
4.84060e-05,205,205
4.84080e-05,205,205
4.84100e-05,205,205
4.84120e-05,205,205
4.84140e-05,205,205
4.84160e-05,205,205
4.84180e-05,205,205
4.84200e-05,205,205
4.84220e-05,205,205
4.84240e-05,205,205
4.84260e-05,205,205
4.84280e-05,205,205
4.84300e-05,205,205
4.84320e-05,205,205
4.84340e-05,205,205
4.84360e-05,205,205
4.84380e-05,205,205
4.84400e-05,203,203
4.84420e-05,205,205
4.84440e-05,205,205
4.84460e-05,205,205
4.84480e-05,205,205
4.84500e-05,205,205
4.84520e-05,205,205
4.84540e-05,205,205
4.84560e-05,205,205
4.84580e-05,205,205
4.84600e-05,205,205
4.84620e-05,205,205
4.84640e-05,205,205
4.84660e-05,205,205
4.84680e-05,205,205
4.84700e-05,205,205
4.84720e-05,205,205
4.84740e-05,205,205
4.84760e-05,205,205
4.84780e-05,205,205
4.84800e-05,205,205
4.84820e-05,205,205
4.84840e-05,205,205
4.84860e-05,205,205
4.84880e-05,205,205
4.84900e-05,205,205
4.84920e-05,205,205
4.84940e-05,205,205
4.84960e-05,205,205
4.84980e-05,205,205
4.85000e-05,205,205
4.85020e-05,205,205
4.85040e-05,207,205
4.85060e-05,205,207
4.85080e-05,205,205
4.85100e-05,205,205
4.85120e-05,205,205
4.85140e-05,205,205
4.85160e-05,205,205
4.85180e-05,205,205
4.85200e-05,205,205
4.85220e-05,205,205
4.85240e-05,205,205
4.85260e-05,205,205
4.85280e-05,205,205
4.85300e-05,205,205
4.85320e-05,205,205
4.85340e-05,205,205
4.85360e-05,205,205
4.85380e-05,205,205
4.85400e-05,205,205
4.85420e-05,205,205
4.85440e-05,205,205
4.85460e-05,205,205
4.85480e-05,205,205
4.85500e-05,205,205
4.85520e-05,205,205
4.85540e-05,205,205
4.85560e-05,205,203
4.85580e-05,205,205
4.85600e-05,205,205
4.85620e-05,205,205
4.85640e-05,205,205
4.85660e-05,205,205
4.85680e-05,205,205
4.85700e-05,205,205
4.85720e-05,205,205
4.85740e-05,205,205
4.85760e-05,205,205
4.85780e-05,205,205
4.85800e-05,205,205
4.85820e-05,205,205
4.85840e-05,205,205
4.85860e-05,205,205
4.85880e-05,205,205
4.85900e-05,205,205
4.85920e-05,205,205
4.85940e-05,205,205
4.85960e-05,205,205
4.85980e-05,205,205
4.86000e-05,205,205
4.86020e-05,205,205
4.86040e-05,205,205
4.86060e-05,205,205
4.86080e-05,205,203
4.86100e-05,205,205
4.86120e-05,205,205
4.86140e-05,205,205
4.86160e-05,205,205
4.86180e-05,205,205
4.86200e-05,205,203
4.86220e-05,205,205
4.86240e-05,205,205
4.86260e-05,205,205
4.86280e-05,205,205
4.86300e-05,205,205
4.86320e-05,205,205
4.86340e-05,205,205
4.86360e-05,205,205
4.86380e-05,205,205
4.86400e-05,205,203
4.86420e-05,205,205
4.86440e-05,205,203
4.86460e-05,205,205
4.86480e-05,205,205
4.86500e-05,205,205
4.86520e-05,205,203
4.86540e-05,205,205
4.86560e-05,205,203
4.86580e-05,205,205
4.86600e-05,205,203
4.86620e-05,205,205
4.86640e-05,205,203
4.86660e-05,205,205
4.86680e-05,205,205
4.86700e-05,205,205
4.86720e-05,205,203
4.86740e-05,205,205
4.86760e-05,205,203
4.86780e-05,205,205
4.86800e-05,205,205
4.86820e-05,205,205
4.86840e-05,205,205
4.86860e-05,205,205
4.86880e-05,205,205
4.86900e-05,205,205
4.86920e-05,205,205
4.86940e-05,205,205
4.86960e-05,205,205
4.86980e-05,205,205
4.87000e-05,205,205
4.87020e-05,205,205
4.87040e-05,205,205
4.87060e-05,205,205
4.87080e-05,205,205
4.87100e-05,205,205
4.87120e-05,205,205
4.87140e-05,205,205
4.87160e-05,205,205
4.87180e-05,205,205
4.87200e-05,205,203
4.87220e-05,205,205
4.87240e-05,205,205
4.87260e-05,205,205
4.87280e-05,205,205
4.87300e-05,205,205
4.87320e-05,205,203
4.87340e-05,205,205
4.87360e-05,205,205
4.87380e-05,205,205
4.87400e-05,205,205
4.87420e-05,205,205
4.87440e-05,205,205
4.87460e-05,205,205
4.87480e-05,205,205
4.87500e-05,205,205
4.87520e-05,205,205
4.87540e-05,205,205
4.87560e-05,205,205
4.87580e-05,205,205
4.87600e-05,205,203
4.87620e-05,205,205
4.87640e-05,205,205
4.87660e-05,205,205
4.87680e-05,205,203
4.87700e-05,205,205
4.87720e-05,205,203
4.87740e-05,205,205
4.87760e-05,205,205
4.87780e-05,205,205
4.87800e-05,205,203
4.87820e-05,205,205
4.87840e-05,205,205
4.87860e-05,205,205
4.87880e-05,205,205
4.87900e-05,205,205
4.87920e-05,205,205
4.87940e-05,205,205
4.87960e-05,205,205
4.87980e-05,205,205
4.88000e-05,205,203
4.88020e-05,205,205
4.88040e-05,205,203
4.88060e-05,205,205
4.88080e-05,205,205
4.88100e-05,205,205
4.88120e-05,205,205
4.88140e-05,205,205
4.88160e-05,205,205
4.88180e-05,205,205
4.88200e-05,205,203
4.88220e-05,205,205
4.88240e-05,205,205
4.88260e-05,205,205
4.88280e-05,205,205
4.88300e-05,205,205
4.88320e-05,205,205
4.88340e-05,207,207
4.88360e-05,205,205
4.88380e-05,205,205
4.88400e-05,205,203
4.88420e-05,205,205
4.88440e-05,205,203
4.88460e-05,205,205
4.88480e-05,205,205
4.88500e-05,205,205
4.88520e-05,205,205
4.88540e-05,205,205
4.88560e-05,205,203
4.88580e-05,205,205
4.88600e-05,205,205
4.88620e-05,205,205
4.88640e-05,205,205
4.88660e-05,205,205
4.88680e-05,205,205
4.88700e-05,205,205
4.88720e-05,205,205
4.88740e-05,205,205
4.88760e-05,205,205
4.88780e-05,205,205
4.88800e-05,205,205
4.88820e-05,205,205
4.88840e-05,205,205
4.88860e-05,205,205
4.88880e-05,205,205
4.88900e-05,205,205
4.88920e-05,205,205
4.88940e-05,205,205
4.88960e-05,205,205
4.88980e-05,205,205
4.89000e-05,205,205
4.89020e-05,205,205
4.89040e-05,205,205
4.89060e-05,205,205
4.89080e-05,205,205
4.89100e-05,205,205
4.89120e-05,203,203
4.89140e-05,205,205
4.89160e-05,205,205
4.89180e-05,205,205
4.89200e-05,205,205
4.89220e-05,205,205
4.89240e-05,205,205
4.89260e-05,205,205
4.89280e-05,205,205
4.89300e-05,205,205
4.89320e-05,205,205
4.89340e-05,205,205
4.89360e-05,205,205
4.89380e-05,205,205
4.89400e-05,205,205
4.89420e-05,205,205
4.89440e-05,205,205
4.89460e-05,205,205
4.89480e-05,205,205
4.89500e-05,205,205
4.89520e-05,205,205
4.89540e-05,205,205
4.89560e-05,205,205
4.89580e-05,205,205
4.89600e-05,205,203
4.89620e-05,205,205
4.89640e-05,205,205
4.89660e-05,205,205
4.89680e-05,205,205
4.89700e-05,205,205
4.89720e-05,205,205
4.89740e-05,205,205
4.89760e-05,205,205
4.89780e-05,205,205
4.89800e-05,205,205
4.89820e-05,205,205
4.89840e-05,205,205
4.89860e-05,205,205
4.89880e-05,205,205
4.89900e-05,205,205
4.89920e-05,205,205
4.89940e-05,205,205
4.89960e-05,205,205
4.89980e-05,205,205
4.90000e-05,205,205
4.90020e-05,205,205
4.90040e-05,205,205
4.90060e-05,205,205
4.90080e-05,205,205
4.90100e-05,205,205
4.90120e-05,205,205
4.90140e-05,205,205
4.90160e-05,205,205
4.90180e-05,205,205
4.90200e-05,205,205
4.90220e-05,205,205
4.90240e-05,205,203
4.90260e-05,205,205
4.90280e-05,205,205
4.90300e-05,205,205
4.90320e-05,205,205
4.90340e-05,205,205
4.90360e-05,205,205
4.90380e-05,205,205
4.90400e-05,205,203
4.90420e-05,205,205
4.90440e-05,205,205
4.90460e-05,205,205
4.90480e-05,205,205
4.90500e-05,205,205
4.90520e-05,205,205
4.90540e-05,205,205
4.90560e-05,205,205
4.90580e-05,205,205
4.90600e-05,205,205
4.90620e-05,205,205
4.90640e-05,205,203
4.90660e-05,205,205
4.90680e-05,205,203
4.90700e-05,205,205
4.90720e-05,205,205
4.90740e-05,205,205
4.90760e-05,205,205
4.90780e-05,205,205
4.90800e-05,205,205
4.90820e-05,205,205
4.90840e-05,205,205
4.90860e-05,205,205
4.90880e-05,205,205
4.90900e-05,205,205
4.90920e-05,205,205
4.90940e-05,205,205
4.90960e-05,205,205
4.90980e-05,205,205
4.91000e-05,205,203
4.91020e-05,205,205
4.91040e-05,205,205
4.91060e-05,205,205
4.91080e-05,205,203
4.91100e-05,205,205
4.91120e-05,205,205
4.91140e-05,205,205
4.91160e-05,205,203
4.91180e-05,203,205
4.91200e-05,205,203
4.91220e-05,205,205
4.91240e-05,205,205
4.91260e-05,205,205
4.91280e-05,205,205
4.91300e-05,205,205
4.91320e-05,205,203
4.91340e-05,205,205
4.91360e-05,205,203
4.91380e-05,205,205
4.91400e-05,205,205
4.91420e-05,205,205
4.91440e-05,205,205
4.91460e-05,205,205
4.91480e-05,205,205
4.91500e-05,205,205
4.91520e-05,205,203
4.91540e-05,205,205
4.91560e-05,205,203
4.91580e-05,205,205
4.91600e-05,205,205
4.91620e-05,205,205
4.91640e-05,207,205
4.91660e-05,205,207
4.91680e-05,205,205
4.91700e-05,205,205
4.91720e-05,205,205
4.91740e-05,205,205
4.91760e-05,205,205
4.91780e-05,205,205
4.91800e-05,205,205
4.91820e-05,205,205
4.91840e-05,205,205
4.91860e-05,205,205
4.91880e-05,205,203
4.91900e-05,205,205
4.91920e-05,205,205
4.91940e-05,205,205
4.91960e-05,205,205
4.91980e-05,205,205
4.92000e-05,205,203
4.92020e-05,205,205
4.92040e-05,205,203
4.92060e-05,205,205
4.92080e-05,205,205
4.92100e-05,205,205
4.92120e-05,205,205
4.92140e-05,205,205
4.92160e-05,205,203
4.92180e-05,205,205
4.92200e-05,205,203
4.92220e-05,205,205
4.92240e-05,205,203
4.92260e-05,205,205
4.92280e-05,205,205
4.92300e-05,205,205
4.92320e-05,205,203
4.92340e-05,205,205
4.92360e-05,205,203
4.92380e-05,205,205
4.92400e-05,205,205
4.92420e-05,205,205
4.92440e-05,205,203
4.92460e-05,205,205
4.92480e-05,205,205
4.92500e-05,205,205
4.92520e-05,205,203
4.92540e-05,205,205
4.92560e-05,205,203
4.92580e-05,205,205
4.92600e-05,205,205
4.92620e-05,205,205
4.92640e-05,205,205
4.92660e-05,205,205
4.92680e-05,205,205
4.92700e-05,205,205
4.92720e-05,205,205
4.92740e-05,205,205
4.92760e-05,205,205
4.92780e-05,205,205
4.92800e-05,205,205
4.92820e-05,205,205
4.92840e-05,205,205
4.92860e-05,205,205
4.92880e-05,205,205
4.92900e-05,205,205
4.92920e-05,205,205
4.92940e-05,205,205
4.92960e-05,205,205
4.92980e-05,205,205
4.93000e-05,205,205
4.93020e-05,205,205
4.93040e-05,205,205
4.93060e-05,205,205
4.93080e-05,205,205
4.93100e-05,205,205
4.93120e-05,205,205
4.93140e-05,205,205
4.93160e-05,205,205
4.93180e-05,205,205
4.93200e-05,205,203
4.93220e-05,205,205
4.93240e-05,205,205
4.93260e-05,205,205
4.93280e-05,205,203
4.93300e-05,205,205
4.93320e-05,205,205
4.93340e-05,205,205
4.93360e-05,205,205
4.93380e-05,205,205
4.93400e-05,205,205
4.93420e-05,205,205
4.93440e-05,205,203
4.93460e-05,205,205
4.93480e-05,205,205
4.93500e-05,205,205
4.93520e-05,205,203
4.93540e-05,205,205
4.93560e-05,205,203
4.93580e-05,205,205
4.93600e-05,205,205
4.93620e-05,205,205
4.93640e-05,205,205
4.93660e-05,205,205
4.93680e-05,205,205
4.93700e-05,205,205
4.93720e-05,205,205
4.93740e-05,205,205
4.93760e-05,205,205
4.93780e-05,205,205
4.93800e-05,205,205
4.93820e-05,205,205
4.93840e-05,205,205
4.93860e-05,205,205
4.93880e-05,205,203
4.93900e-05,205,205
4.93920e-05,205,205
4.93940e-05,205,205
4.93960e-05,205,205
4.93980e-05,205,205
4.94000e-05,205,205
4.94020e-05,205,205
4.94040e-05,205,205
4.94060e-05,205,205
4.94080e-05,205,205
4.94100e-05,205,205
4.94120e-05,205,203
4.94140e-05,205,205
4.94160e-05,205,205
4.94180e-05,205,205
4.94200e-05,205,205
4.94220e-05,205,205
4.94240e-05,205,205
4.94260e-05,205,205
4.94280e-05,205,205
4.94300e-05,205,205
4.94320e-05,205,205
4.94340e-05,205,205
4.94360e-05,205,205
4.94380e-05,205,205
4.94400e-05,205,205
4.94420e-05,205,205
4.94440e-05,205,203
4.94460e-05,205,205
4.94480e-05,205,205
4.94500e-05,205,205
4.94520e-05,205,203
4.94540e-05,205,205
4.94560e-05,205,203
4.94580e-05,205,205
4.94600e-05,205,205
4.94620e-05,205,205
4.94640e-05,205,205
4.94660e-05,205,205
4.94680e-05,205,203
4.94700e-05,205,205
4.94720e-05,205,205
4.94740e-05,205,205
4.94760e-05,205,205
4.94780e-05,205,205
4.94800e-05,205,205
4.94820e-05,205,205
4.94840e-05,205,205
4.94860e-05,205,205
4.94880e-05,205,205
4.94900e-05,205,205
4.94920e-05,205,205
4.94940e-05,205,205
4.94960e-05,205,205
4.94980e-05,205,205
4.95000e-05,205,205
4.95020e-05,205,205
4.95040e-05,205,203
4.95060e-05,205,205
4.95080e-05,203,203
4.95100e-05,205,205
4.95120e-05,205,205
4.95140e-05,205,205
4.95160e-05,205,205
4.95180e-05,205,205
4.95200e-05,205,205
4.95220e-05,205,205
4.95240e-05,205,205
4.95260e-05,205,205
4.95280e-05,205,205
4.95300e-05,205,205
4.95320e-05,205,203
4.95340e-05,205,205
4.95360e-05,205,205
4.95380e-05,205,205
4.95400e-05,205,203
4.95420e-05,205,205
4.95440e-05,205,205
4.95460e-05,205,205
4.95480e-05,205,205
4.95500e-05,205,205
4.95520e-05,205,205
4.95540e-05,205,205
4.95560e-05,205,205
4.95580e-05,205,205
4.95600e-05,205,205
4.95620e-05,205,205
4.95640e-05,205,205
4.95660e-05,205,205
4.95680e-05,205,205
4.95700e-05,205,205
4.95720e-05,205,203
4.95740e-05,205,205
4.95760e-05,205,205
4.95780e-05,205,205
4.95800e-05,205,205
4.95820e-05,205,205
4.95840e-05,205,205
4.95860e-05,205,205
4.95880e-05,205,205
4.95900e-05,205,205
4.95920e-05,203,203
4.95940e-05,203,205
4.95960e-05,205,203
4.95980e-05,205,205
4.96000e-05,205,205
4.96020e-05,205,205
4.96040e-05,205,205
4.96060e-05,205,205
4.96080e-05,205,205
4.96100e-05,205,205
4.96120e-05,205,205
4.96140e-05,205,205
4.96160e-05,205,203
4.96180e-05,205,205
4.96200e-05,205,205
4.96220e-05,205,205
4.96240e-05,205,205
4.96260e-05,205,205
4.96280e-05,205,205
4.96300e-05,205,205
4.96320e-05,205,203
4.96340e-05,205,205
4.96360e-05,203,203
4.96380e-05,205,205
4.96400e-05,205,205
4.96420e-05,205,205
4.96440e-05,205,205
4.96460e-05,205,205
4.96480e-05,205,203
4.96500e-05,205,205
4.96520e-05,205,205
4.96540e-05,205,205
4.96560e-05,205,203
4.96580e-05,205,205
4.96600e-05,205,203
4.96620e-05,205,205
4.96640e-05,205,203
4.96660e-05,205,205
4.96680e-05,205,203
4.96700e-05,205,205
4.96720e-05,205,203
4.96740e-05,205,205
4.96760e-05,205,205
4.96780e-05,205,205
4.96800e-05,205,205
4.96820e-05,205,205
4.96840e-05,205,205
4.96860e-05,205,205
4.96880e-05,205,205
4.96900e-05,205,205
4.96920e-05,205,203
4.96940e-05,205,205
4.96960e-05,205,205
4.96980e-05,205,205
4.97000e-05,205,205
4.97020e-05,205,205
4.97040e-05,205,203
4.97060e-05,205,205
4.97080e-05,205,203
4.97100e-05,205,205
4.97120e-05,205,203
4.97140e-05,205,205
4.97160e-05,205,203
4.97180e-05,205,205
4.97200e-05,205,203
4.97220e-05,205,205
4.97240e-05,205,205
4.97260e-05,205,205
4.97280e-05,205,205
4.97300e-05,205,205
4.97320e-05,205,205
4.97340e-05,205,205
4.97360e-05,205,203
4.97380e-05,205,205
4.97400e-05,205,203
4.97420e-05,205,205
4.97440e-05,205,205
4.97460e-05,205,205
4.97480e-05,205,205
4.97500e-05,205,205
4.97520e-05,205,205
4.97540e-05,205,205
4.97560e-05,205,203
4.97580e-05,205,205
4.97600e-05,205,205
4.97620e-05,205,205
4.97640e-05,205,203
4.97660e-05,205,205
4.97680e-05,205,205
4.97700e-05,205,205
4.97720e-05,205,205
4.97740e-05,205,205
4.97760e-05,205,205
4.97780e-05,205,205
4.97800e-05,205,205
4.97820e-05,205,205
4.97840e-05,205,205
4.97860e-05,205,205
4.97880e-05,205,205
4.97900e-05,205,205
4.97920e-05,205,203
4.97940e-05,205,205
4.97960e-05,205,205
4.97980e-05,205,205
4.98000e-05,205,205
4.98020e-05,205,205
4.98040e-05,205,205
4.98060e-05,205,205
4.98080e-05,205,205
4.98100e-05,205,205
4.98120e-05,205,205
4.98140e-05,205,205
4.98160e-05,205,205
4.98180e-05,205,205
4.98200e-05,205,205
4.98220e-05,205,205
4.98240e-05,205,205
4.98260e-05,205,205
4.98280e-05,205,203
4.98300e-05,205,205
4.98320e-05,205,203
4.98340e-05,205,205
4.98360e-05,205,205
4.98380e-05,205,205
4.98400e-05,205,205
4.98420e-05,205,205
4.98440e-05,203,203
4.98460e-05,205,205
4.98480e-05,205,205
4.98500e-05,205,205
4.98520e-05,205,203
4.98540e-05,205,205
4.98560e-05,205,203
4.98580e-05,205,205
4.98600e-05,205,205
4.98620e-05,205,205
4.98640e-05,205,205
4.98660e-05,205,205
4.98680e-05,205,203
4.98700e-05,205,205
4.98720e-05,205,203
4.98740e-05,203,205
4.98760e-05,205,205
4.98780e-05,205,205
4.98800e-05,205,203
4.98820e-05,205,205
4.98840e-05,205,205
4.98860e-05,205,205
4.98880e-05,205,203
4.98900e-05,205,205
4.98920e-05,205,205
4.98940e-05,205,205
4.98960e-05,205,205
4.98980e-05,205,205
4.99000e-05,205,205
4.99020e-05,205,205
4.99040e-05,205,203
4.99060e-05,205,205
4.99080e-05,205,203
4.99100e-05,205,205
4.99120e-05,205,203
4.99140e-05,205,205
4.99160e-05,205,203
4.99180e-05,205,205
4.99200e-05,205,205
4.99220e-05,205,205
4.99240e-05,205,205
4.99260e-05,205,205
4.99280e-05,205,205
4.99300e-05,205,205
4.99320e-05,205,205
4.99340e-05,205,205
4.99360e-05,205,205
4.99380e-05,205,205
4.99400e-05,205,205
4.99420e-05,205,205
4.99440e-05,205,205
4.99460e-05,205,205
4.99480e-05,205,205
4.99500e-05,205,205
4.99520e-05,205,205
4.99540e-05,205,205
4.99560e-05,205,205
4.99580e-05,205,205
4.99600e-05,205,205
4.99620e-05,205,205
4.99640e-05,205,205
4.99660e-05,205,205
4.99680e-05,205,205
4.99700e-05,205,205
4.99720e-05,205,205
4.99740e-05,205,205
4.99760e-05,205,205
4.99780e-05,205,205
4.99800e-05,205,205
4.99820e-05,205,205
4.99840e-05,205,205
4.99860e-05,205,205
4.99880e-05,205,205
4.99900e-05,205,205
4.99920e-05,205,205
4.99940e-05,205,205
4.99960e-05,205,203
4.99980e-05,205,205
5.00000e-05,205,203
5.00020e-05,205,205
5.00040e-05,205,203
5.00060e-05,205,205
5.00080e-05,205,205
5.00100e-05,205,205
5.00120e-05,205,205
5.00140e-05,205,205
5.00160e-05,205,203
5.00180e-05,205,205
5.00200e-05,205,205
5.00220e-05,205,205
5.00240e-05,205,205
5.00260e-05,205,205
5.00280e-05,207,205
5.00300e-05,205,207
5.00320e-05,205,205
5.00340e-05,205,205
5.00360e-05,205,205
5.00380e-05,205,205
5.00400e-05,205,203
5.00420e-05,205,205
5.00440e-05,205,203
5.00460e-05,205,205
5.00480e-05,205,205
5.00500e-05,205,205
5.00520e-05,205,205
5.00540e-05,205,205
5.00560e-05,205,205
5.00580e-05,205,205
5.00600e-05,205,205
5.00620e-05,205,205
5.00640e-05,205,205
5.00660e-05,205,205
5.00680e-05,205,203
5.00700e-05,205,205
5.00720e-05,205,203
5.00740e-05,203,205
5.00760e-05,205,203
5.00780e-05,205,205
5.00800e-05,205,203
5.00820e-05,205,205
5.00840e-05,205,203
5.00860e-05,205,205
5.00880e-05,205,203
5.00900e-05,205,205
5.00920e-05,205,205
5.00940e-05,205,205
5.00960e-05,205,205
5.00980e-05,205,205
5.01000e-05,205,203
5.01020e-05,205,205
5.01040e-05,205,203
5.01060e-05,205,205
5.01080e-05,205,205
5.01100e-05,205,205
5.01120e-05,205,205
5.01140e-05,205,205
5.01160e-05,205,205
5.01180e-05,205,205
5.01200e-05,205,205
5.01220e-05,205,205
5.01240e-05,205,205
5.01260e-05,205,205
5.01280e-05,205,205
5.01300e-05,205,205
5.01320e-05,205,205
5.01340e-05,205,205
5.01360e-05,205,205
5.01380e-05,205,205
5.01400e-05,205,205
5.01420e-05,205,205
5.01440e-05,205,205
5.01460e-05,205,205
5.01480e-05,205,205
5.01500e-05,205,205
5.01520e-05,205,203
5.01540e-05,205,205
5.01560e-05,205,205
5.01580e-05,205,205
5.01600e-05,205,205
5.01620e-05,205,205
5.01640e-05,205,205
5.01660e-05,205,205
5.01680e-05,205,205
5.01700e-05,205,205
5.01720e-05,205,205
5.01740e-05,205,205
5.01760e-05,205,203
5.01780e-05,205,205
5.01800e-05,205,203
5.01820e-05,205,205
5.01840e-05,205,203
5.01860e-05,205,205
5.01880e-05,205,203
5.01900e-05,205,205
5.01920e-05,205,205
5.01940e-05,205,205
5.01960e-05,205,205
5.01980e-05,205,205
5.02000e-05,205,205
5.02020e-05,205,205
5.02040e-05,205,205
5.02060e-05,205,205
5.02080e-05,205,203
5.02100e-05,205,205
5.02120e-05,205,205
5.02140e-05,205,205
5.02160e-05,205,205
5.02180e-05,205,205
5.02200e-05,205,205
5.02220e-05,205,205
5.02240e-05,205,205
5.02260e-05,205,205
5.02280e-05,205,205
5.02300e-05,205,205
5.02320e-05,205,205
5.02340e-05,205,205
5.02360e-05,205,205
5.02380e-05,205,205
5.02400e-05,205,205
5.02420e-05,205,205
5.02440e-05,205,205
5.02460e-05,205,205
5.02480e-05,205,205
5.02500e-05,205,205
5.02520e-05,205,205
5.02540e-05,205,205
5.02560e-05,205,203
5.02580e-05,205,205
5.02600e-05,205,203
5.02620e-05,205,205
5.02640e-05,205,205
5.02660e-05,205,205
5.02680e-05,205,203
5.02700e-05,205,205
5.02720e-05,205,205
5.02740e-05,205,205
5.02760e-05,205,205
5.02780e-05,205,205
5.02800e-05,205,203
5.02820e-05,205,205
5.02840e-05,205,203
5.02860e-05,205,205
5.02880e-05,205,205
5.02900e-05,207,207
5.02920e-05,205,203
5.02940e-05,203,205
5.02960e-05,205,205
5.02980e-05,205,205
5.03000e-05,205,203
5.03020e-05,205,205
5.03040e-05,205,203
5.03060e-05,205,205
5.03080e-05,205,203
5.03100e-05,205,205
5.03120e-05,205,205
5.03140e-05,205,205
5.03160e-05,205,205
5.03180e-05,205,205
5.03200e-05,205,205
5.03220e-05,205,205
5.03240e-05,205,205
5.03260e-05,205,205
5.03280e-05,205,205
5.03300e-05,205,205
5.03320e-05,205,205
5.03340e-05,205,205
5.03360e-05,205,205
5.03380e-05,205,205
5.03400e-05,205,205
5.03420e-05,207,207
5.03440e-05,205,205
5.03460e-05,205,205
5.03480e-05,205,205
5.03500e-05,205,205
5.03520e-05,205,205
5.03540e-05,205,205
5.03560e-05,205,205
5.03580e-05,205,205
5.03600e-05,205,203
5.03620e-05,205,205
5.03640e-05,205,205
5.03660e-05,205,205
5.03680e-05,205,203
5.03700e-05,205,205
5.03720e-05,205,205
5.03740e-05,205,205
5.03760e-05,205,203
5.03780e-05,207,207
5.03800e-05,205,205
5.03820e-05,205,205
5.03840e-05,205,205
5.03860e-05,205,205
5.03880e-05,205,203
5.03900e-05,205,205
5.03920e-05,205,205
5.03940e-05,205,205
5.03960e-05,205,205
5.03980e-05,205,205
5.04000e-05,205,203
5.04020e-05,205,205
5.04040e-05,205,205
5.04060e-05,205,205
5.04080e-05,205,205
5.04100e-05,205,205
5.04120e-05,205,205
5.04140e-05,205,205
5.04160e-05,205,205
5.04180e-05,205,205
5.04200e-05,205,203
5.04220e-05,205,205
5.04240e-05,205,205
5.04260e-05,205,205
5.04280e-05,205,203
5.04300e-05,205,205
5.04320e-05,205,205
5.04340e-05,205,205
5.04360e-05,205,205
5.04380e-05,205,205
5.04400e-05,205,203
5.04420e-05,205,205
5.04440e-05,205,205
