Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,50,
Label,,
TIME,CH1,CH1 Peak Detect
-3.29540e-05,-3,-3
-3.29520e-05,-3,-3
-3.29500e-05,-3,-3
-3.29480e-05,-3,-3
-3.29460e-05,-3,-3
-3.29440e-05,-3,-3
-3.29420e-05,-3,-3
-3.29400e-05,-3,-3
-3.29380e-05,-3,-3
-3.29360e-05,-3,-3
-3.29340e-05,-3,-3
-3.29320e-05,-3,-3
-3.29300e-05,-3,-3
-3.29280e-05,-3,-3
-3.29260e-05,-3,-3
-3.29240e-05,-3,-5
-3.29220e-05,-5,-3
-3.29200e-05,-3,-3
-3.29180e-05,-3,-3
-3.29160e-05,-3,-3
-3.29140e-05,-3,-3
-3.29120e-05,-3,-3
-3.29100e-05,-3,-3
-3.29080e-05,-3,-3
-3.29060e-05,-3,-3
-3.29040e-05,-3,-3
-3.29020e-05,-3,-3
-3.29000e-05,-3,-3
-3.28980e-05,-3,-3
-3.28960e-05,-3,-3
-3.28940e-05,-3,-3
-3.28920e-05,-3,-3
-3.28900e-05,-3,-3
-3.28880e-05,-3,-3
-3.28860e-05,-3,-3
-3.28840e-05,-3,-3
-3.28820e-05,-3,-3
-3.28800e-05,-3,-3
-3.28780e-05,-3,-3
-3.28760e-05,-3,-3
-3.28740e-05,-3,-3
-3.28720e-05,-3,-3
-3.28700e-05,-3,-3
-3.28680e-05,-3,-3
-3.28660e-05,-3,-3
-3.28640e-05,-3,-3
-3.28620e-05,-3,-3
-3.28600e-05,-3,-3
-3.28580e-05,-3,-3
-3.28560e-05,-3,-3
-3.28540e-05,-3,-3
-3.28520e-05,-3,-3
-3.28500e-05,-3,-3
-3.28480e-05,-3,-3
-3.28460e-05,-3,-3
-3.28440e-05,-3,-3
-3.28420e-05,-3,-3
-3.28400e-05,-3,-3
-3.28380e-05,-3,-3
-3.28360e-05,-3,-3
-3.28340e-05,-3,-3
-3.28320e-05,-3,-3
-3.28300e-05,-3,-3
-3.28280e-05,-3,-3
-3.28260e-05,-3,-3
-3.28240e-05,-3,-3
-3.28220e-05,-3,-3
-3.28200e-05,-5,-5
-3.28180e-05,-3,-3
-3.28160e-05,-3,-3
-3.28140e-05,-3,-3
-3.28120e-05,-3,-3
-3.28100e-05,-3,-3
-3.28080e-05,-3,-3
-3.28060e-05,-3,-3
-3.28040e-05,-3,-3
-3.28020e-05,-3,-3
-3.28000e-05,-3,-3
-3.27980e-05,-3,-3
-3.27960e-05,-3,-3
-3.27940e-05,-3,-3
-3.27920e-05,-3,-5
-3.27900e-05,-5,-3
-3.27880e-05,-3,-3
-3.27860e-05,-3,-3
-3.27840e-05,-5,-5
-3.27820e-05,-5,-3
-3.27800e-05,-3,-3
-3.27780e-05,-3,-3
-3.27760e-05,-3,-3
-3.27740e-05,-3,-3
-3.27720e-05,-3,-3
-3.27700e-05,-3,-3
-3.27680e-05,-5,-5
-3.27660e-05,-3,-3
-3.27640e-05,-3,-3
-3.27620e-05,-3,-3
-3.27600e-05,-3,-5
-3.27580e-05,-5,-3
-3.27560e-05,-3,-3
-3.27540e-05,-3,-3
-3.27520e-05,-3,-3
-3.27500e-05,-3,-3
-3.27480e-05,-3,-3
-3.27460e-05,-3,-3
-3.27440e-05,-3,-3
-3.27420e-05,-3,-3
-3.27400e-05,-3,-3
-3.27380e-05,-3,-3
-3.27360e-05,-3,-3
-3.27340e-05,-3,-3
-3.27320e-05,-3,-3
-3.27300e-05,-3,-3
-3.27280e-05,-3,-5
-3.27260e-05,-5,-3
-3.27240e-05,-3,-3
-3.27220e-05,-3,-3
-3.27200e-05,-3,-3
-3.27180e-05,-3,-3
-3.27160e-05,-3,-3
-3.27140e-05,-3,-3
-3.27120e-05,-3,-3
-3.27100e-05,-3,-3
-3.27080e-05,-3,-5
-3.27060e-05,-5,-3
-3.27040e-05,-3,-3
-3.27020e-05,-3,-3
-3.27000e-05,-3,-3
-3.26980e-05,-3,-3
-3.26960e-05,-3,-5
-3.26940e-05,-5,-3
-3.26920e-05,-3,-3
-3.26900e-05,-3,-3
-3.26880e-05,-3,-3
-3.26860e-05,-3,-3
-3.26840e-05,-3,-3
-3.26820e-05,-3,-3
-3.26800e-05,-3,-3
-3.26780e-05,-3,-3
-3.26760e-05,-3,-3
-3.26740e-05,-3,-3
-3.26720e-05,-3,-3
-3.26700e-05,-3,-3
-3.26680e-05,-3,-3
-3.26660e-05,-3,-3
-3.26640e-05,-3,-3
-3.26620e-05,-3,-3
-3.26600e-05,-3,-3
-3.26580e-05,-3,-3
-3.26560e-05,-3,-3
-3.26540e-05,-3,-3
-3.26520e-05,-3,-3
-3.26500e-05,-3,-3
-3.26480e-05,-3,-3
-3.26460e-05,-3,-3
-3.26440e-05,-3,-3
-3.26420e-05,-3,-3
-3.26400e-05,-3,-3
-3.26380e-05,-3,-3
-3.26360e-05,-3,-3
-3.26340e-05,-3,-3
-3.26320e-05,-3,-3
-3.26300e-05,-3,-3
-3.26280e-05,-3,-3
-3.26260e-05,-3,-3
-3.26240e-05,-3,-3
-3.26220e-05,-3,-3
-3.26200e-05,-3,-3
-3.26180e-05,-3,-3
-3.26160e-05,-3,-5
-3.26140e-05,-5,-3
-3.26120e-05,-3,-3
-3.26100e-05,-3,-3
-3.26080e-05,-3,-3
-3.26060e-05,-3,-3
-3.26040e-05,-3,-3
-3.26020e-05,-3,-3
-3.26000e-05,-3,-3
-3.25980e-05,-3,-3
-3.25960e-05,-3,-3
-3.25940e-05,-3,-3
-3.25920e-05,-3,-3
-3.25900e-05,-3,-3
-3.25880e-05,-3,-3
-3.25860e-05,-3,-3
-3.25840e-05,-3,-5
-3.25820e-05,-5,-3
-3.25800e-05,-5,-5
-3.25780e-05,-3,-3
-3.25760e-05,-3,-3
-3.25740e-05,-3,-3
-3.25720e-05,-5,-5
-3.25700e-05,-3,-3
-3.25680e-05,-3,-5
-3.25660e-05,-5,-3
-3.25640e-05,-3,-3
-3.25620e-05,-3,-3
-3.25600e-05,-5,-5
-3.25580e-05,-3,-3
-3.25560e-05,-3,-3
-3.25540e-05,-3,-3
-3.25520e-05,-3,-3
-3.25500e-05,-3,-3
-3.25480e-05,-3,-3
-3.25460e-05,-3,-3
-3.25440e-05,-3,-3
-3.25420e-05,-3,-3
-3.25400e-05,-3,-3
-3.25380e-05,-3,-3
-3.25360e-05,-3,-3
-3.25340e-05,-3,-3
-3.25320e-05,-3,-3
-3.25300e-05,-3,-3
-3.25280e-05,-3,-3
-3.25260e-05,-3,-3
-3.25240e-05,-3,-3
-3.25220e-05,-3,-3
-3.25200e-05,-3,-3
-3.25180e-05,-3,-3
-3.25160e-05,-3,-3
-3.25140e-05,-3,-3
-3.25120e-05,-3,-3
-3.25100e-05,-3,-3
-3.25080e-05,-3,-3
-3.25060e-05,-3,-3
-3.25040e-05,-3,-3
-3.25020e-05,-3,-3
-3.25000e-05,-3,-3
-3.24980e-05,-3,-3
-3.24960e-05,-3,-5
-3.24940e-05,-5,-3
-3.24920e-05,-5,-5
-3.24900e-05,-5,-3
-3.24880e-05,-3,-5
-3.24860e-05,-5,-3
-3.24840e-05,-5,-5
-3.24820e-05,-3,-3
-3.24800e-05,-3,-3
-3.24780e-05,-3,-3
-3.24760e-05,-3,-3
-3.24740e-05,-3,-3
-3.24720e-05,-3,-3
-3.24700e-05,-3,-3
-3.24680e-05,-3,-3
-3.24660e-05,-3,-3
-3.24640e-05,-5,-5
-3.24620e-05,-5,-3
-3.24600e-05,-3,-5
-3.24580e-05,-5,-3
-3.24560e-05,-3,-3
-3.24540e-05,-3,-3
-3.24520e-05,-3,-3
-3.24500e-05,-3,-3
-3.24480e-05,-3,-3
-3.24460e-05,-3,-3
-3.24440e-05,-3,-3
-3.24420e-05,-3,-3
-3.24400e-05,-3,-3
-3.24380e-05,-3,-3
-3.24360e-05,-3,-3
-3.24340e-05,-3,-3
-3.24320e-05,-3,-3
-3.24300e-05,-3,-3
-3.24280e-05,-3,-3
-3.24260e-05,-3,-3
-3.24240e-05,-5,-5
-3.24220e-05,-5,-3
-3.24200e-05,-5,-5
-3.24180e-05,-5,-3
-3.24160e-05,-3,-3
-3.24140e-05,-3,-3
-3.24120e-05,-3,-3
-3.24100e-05,-3,-3
-3.24080e-05,-3,-3
-3.24060e-05,-3,-3
-3.24040e-05,-3,-3
-3.24020e-05,-3,-3
-3.24000e-05,-5,-5
-3.23980e-05,-5,-3
-3.23960e-05,-5,-5
-3.23940e-05,-3,-3
-3.23920e-05,-3,-3
-3.23900e-05,-3,-3
-3.23880e-05,-3,-5
-3.23860e-05,-5,-0.999997
-3.23840e-05,-3,-3
-3.23820e-05,-3,-3
-3.23800e-05,-3,-3
-3.23780e-05,-3,-3
-3.23760e-05,-3,-3
-3.23740e-05,-3,-3
-3.23720e-05,-3,-3
-3.23700e-05,-3,-3
-3.23680e-05,-3,-3
-3.23660e-05,-3,-3
-3.23640e-05,-3,-3
-3.23620e-05,-3,-3
-3.23600e-05,-3,-5
-3.23580e-05,-5,-3
-3.23560e-05,-5,-5
-3.23540e-05,-3,-3
-3.23520e-05,-3,-3
-3.23500e-05,-3,-3
-3.23480e-05,-3,-3
-3.23460e-05,-3,-3
-3.23440e-05,-3,-3
-3.23420e-05,-3,-3
-3.23400e-05,-3,-5
-3.23380e-05,-5,-3
-3.23360e-05,-3,-3
-3.23340e-05,-3,-3
-3.23320e-05,-3,-3
-3.23300e-05,-3,-3
-3.23280e-05,-3,-3
-3.23260e-05,-3,-3
-3.23240e-05,-3,-3
-3.23220e-05,-3,-3
-3.23200e-05,-5,-5
-3.23180e-05,-3,-3
-3.23160e-05,-3,-5
-3.23140e-05,-5,-3
-3.23120e-05,-3,-3
-3.23100e-05,-3,-3
-3.23080e-05,-3,-3
-3.23060e-05,-3,-3
-3.23040e-05,-3,-3
-3.23020e-05,-3,-3
-3.23000e-05,-3,-5
-3.22980e-05,-5,-3
-3.22960e-05,-5,-5
-3.22940e-05,-3,-3
-3.22920e-05,-3,-3
-3.22900e-05,-3,-3
-3.22880e-05,-3,-3
-3.22860e-05,-3,-3
-3.22840e-05,-3,-3
-3.22820e-05,-3,-3
-3.22800e-05,-3,-3
-3.22780e-05,-3,-3
-3.22760e-05,-3,-3
-3.22740e-05,-3,-3
-3.22720e-05,-3,-3
-3.22700e-05,-3,-3
-3.22680e-05,-3,-3
-3.22660e-05,-3,-3
-3.22640e-05,-3,-5
-3.22620e-05,-5,-3
-3.22600e-05,-3,-3
-3.22580e-05,-3,-3
-3.22560e-05,-3,-3
-3.22540e-05,-3,-3
-3.22520e-05,-3,-3
-3.22500e-05,-3,-3
-3.22480e-05,-3,-3
-3.22460e-05,-3,-3
-3.22440e-05,-3,-3
-3.22420e-05,-3,-3
-3.22400e-05,-3,-3
-3.22380e-05,-3,-3
-3.22360e-05,-3,-3
-3.22340e-05,-3,-3
-3.22320e-05,-5,-5
-3.22300e-05,-3,-3
-3.22280e-05,-3,-3
-3.22260e-05,-3,-3
-3.22240e-05,-3,-3
-3.22220e-05,-3,-3
-3.22200e-05,-5,-5
-3.22180e-05,-5,-3
-3.22160e-05,-3,-3
-3.22140e-05,-3,-3
-3.22120e-05,-3,-3
-3.22100e-05,-3,-3
-3.22080e-05,-5,-5
-3.22060e-05,-3,-3
-3.22040e-05,-3,-3
-3.22020e-05,-3,-3
-3.22000e-05,-3,-3
-3.21980e-05,-3,-3
-3.21960e-05,-3,-3
-3.21940e-05,-3,-3
-3.21920e-05,-5,-5
-3.21900e-05,-3,-3
-3.21880e-05,-3,-5
-3.21860e-05,-5,-3
-3.21840e-05,-5,-5
-3.21820e-05,-3,-3
-3.21800e-05,-5,-5
-3.21780e-05,-3,-3
-3.21760e-05,-3,-3
-3.21740e-05,-3,-3
-3.21720e-05,-3,-3
-3.21700e-05,-3,-3
-3.21680e-05,-3,-3
-3.21660e-05,-3,-3
-3.21640e-05,-3,-3
-3.21620e-05,-3,-3
-3.21600e-05,-3,-3
-3.21580e-05,-3,-3
-3.21560e-05,-3,-3
-3.21540e-05,-3,-3
-3.21520e-05,-3,-3
-3.21500e-05,-3,-3
-3.21480e-05,-3,-3
-3.21460e-05,-3,-3
-3.21440e-05,-3,-3
-3.21420e-05,-3,-3
-3.21400e-05,-3,-3
-3.21380e-05,-3,-3
-3.21360e-05,-3,-3
-3.21340e-05,-3,-3
-3.21320e-05,-3,-3
-3.21300e-05,-3,-3
-3.21280e-05,-3,-5
-3.21260e-05,-5,-3
-3.21240e-05,-3,-3
-3.21220e-05,-3,-3
-3.21200e-05,-5,-5
-3.21180e-05,-3,-3
-3.21160e-05,-3,-5
-3.21140e-05,-5,-3
-3.21120e-05,-3,-3
-3.21100e-05,-3,-3
-3.21080e-05,-3,-3
-3.21060e-05,-3,-3
-3.21040e-05,-3,-5
-3.21020e-05,-5,-3
-3.21000e-05,-3,-3
-3.20980e-05,-3,-3
-3.20960e-05,-3,-3
-3.20940e-05,-3,-3
-3.20920e-05,-3,-3
-3.20900e-05,-3,-3
-3.20880e-05,-3,-3
-3.20860e-05,-3,-3
-3.20840e-05,-3,-3
-3.20820e-05,-3,-3
-3.20800e-05,-3,-3
-3.20780e-05,-3,-3
-3.20760e-05,-3,-3
-3.20740e-05,-3,-3
-3.20720e-05,-3,-3
-3.20700e-05,-3,-3
-3.20680e-05,-3,-3
-3.20660e-05,-3,-3
-3.20640e-05,-3,-3
-3.20620e-05,-3,-3
-3.20600e-05,-3,-3
-3.20580e-05,-3,-3
-3.20560e-05,-3,-3
-3.20540e-05,-3,-3
-3.20520e-05,-3,-3
-3.20500e-05,-3,-3
-3.20480e-05,-3,-3
-3.20460e-05,-3,-3
-3.20440e-05,-3,-3
-3.20420e-05,-3,-3
-3.20400e-05,-3,-5
-3.20380e-05,-5,-3
-3.20360e-05,-5,-5
-3.20340e-05,-3,-3
-3.20320e-05,-3,-3
-3.20300e-05,-3,-3
-3.20280e-05,-3,-3
-3.20260e-05,-3,-3
-3.20240e-05,-3,-3
-3.20220e-05,-3,-3
-3.20200e-05,-3,-3
-3.20180e-05,-3,-3
-3.20160e-05,-3,-3
-3.20140e-05,-3,-3
-3.20120e-05,-3,-3
-3.20100e-05,-3,-3
-3.20080e-05,-3,-3
-3.20060e-05,-3,-3
-3.20040e-05,-3,-3
-3.20020e-05,-3,-3
-3.20000e-05,-3,-3
-3.19980e-05,-3,-3
-3.19960e-05,-3,-3
-3.19940e-05,-3,-3
-3.19920e-05,-3,-5
-3.19900e-05,-5,-3
-3.19880e-05,-3,-3
-3.19860e-05,-3,-3
-3.19840e-05,-3,-3
-3.19820e-05,-3,-3
-3.19800e-05,-3,-3
-3.19780e-05,-3,-3
-3.19760e-05,-3,-3
-3.19740e-05,-3,-3
-3.19720e-05,-3,-3
-3.19700e-05,-3,-3
-3.19680e-05,-3,-5
-3.19660e-05,-5,-3
-3.19640e-05,-3,-3
-3.19620e-05,-3,-3
-3.19600e-05,-3,-3
-3.19580e-05,-3,-3
-3.19560e-05,-3,-3
-3.19540e-05,-3,-3
-3.19520e-05,-3,-3
-3.19500e-05,-3,-3
-3.19480e-05,-3,-3
-3.19460e-05,-3,-3
-3.19440e-05,-3,-3
-3.19420e-05,-3,-3
-3.19400e-05,-3,-3
-3.19380e-05,-3,-3
-3.19360e-05,-3,-5
-3.19340e-05,-5,-3
-3.19320e-05,-3,-5
-3.19300e-05,-5,-3
-3.19280e-05,-5,-5
-3.19260e-05,-3,-3
-3.19240e-05,-3,-5
-3.19220e-05,-5,-3
-3.19200e-05,-5,-5
-3.19180e-05,-3,-3
-3.19160e-05,-3,-3
-3.19140e-05,-3,-3
-3.19120e-05,-3,-3
-3.19100e-05,-3,-3
-3.19080e-05,-5,-5
-3.19060e-05,-3,-3
-3.19040e-05,-5,-5
-3.19020e-05,-5,-3
-3.19000e-05,-5,-5
-3.18980e-05,-3,-3
-3.18960e-05,-5,-5
-3.18940e-05,-3,-3
-3.18920e-05,-3,-3
-3.18900e-05,-3,-3
-3.18880e-05,-3,-3
-3.18860e-05,-3,-3
-3.18840e-05,-3,-3
-3.18820e-05,-3,-3
-3.18800e-05,-3,-3
-3.18780e-05,-3,-3
-3.18760e-05,-3,-3
-3.18740e-05,-3,-3
-3.18720e-05,-3,-3
-3.18700e-05,-3,-3
-3.18680e-05,-3,-3
-3.18660e-05,-3,-3
-3.18640e-05,-3,-3
-3.18620e-05,-3,-3
-3.18600e-05,-3,-3
-3.18580e-05,-3,-3
-3.18560e-05,-3,-3
-3.18540e-05,-3,-3
-3.18520e-05,-3,-3
-3.18500e-05,-3,-3
-3.18480e-05,-3,-3
-3.18460e-05,-3,-3
-3.18440e-05,-3,-3
-3.18420e-05,-3,-3
-3.18400e-05,-3,-3
-3.18380e-05,-3,-3
-3.18360e-05,-3,-3
-3.18340e-05,-0.999997,-0.999997
-3.18320e-05,-3,-3
-3.18300e-05,-3,-3
-3.18280e-05,-3,-3
-3.18260e-05,-3,-3
-3.18240e-05,-3,-3
-3.18220e-05,-3,-3
-3.18200e-05,-3,-3
-3.18180e-05,-3,-3
-3.18160e-05,-3,-3
-3.18140e-05,-3,-3
-3.18120e-05,-3,-3
-3.18100e-05,-3,-3
-3.18080e-05,-0.999997,-3
-3.18060e-05,-3,-0.999997
-3.18040e-05,-3,-3
-3.18020e-05,-3,-3
-3.18000e-05,-3,-3
-3.17980e-05,-3,-3
-3.17960e-05,-3,-3
-3.17940e-05,-3,-3
-3.17920e-05,-3,-3
-3.17900e-05,-3,-3
-3.17880e-05,-3,-3
-3.17860e-05,-3,-3
-3.17840e-05,-3,-3
-3.17820e-05,-3,-3
-3.17800e-05,-3,-3
-3.17780e-05,-3,-3
-3.17760e-05,-3,-5
-3.17740e-05,-5,-3
-3.17720e-05,-3,-3
-3.17700e-05,-3,-3
-3.17680e-05,-3,-3
-3.17660e-05,-3,-3
-3.17640e-05,-3,-3
-3.17620e-05,-3,-3
-3.17600e-05,-3,-3
-3.17580e-05,-3,-3
-3.17560e-05,-3,-3
-3.17540e-05,-3,-3
-3.17520e-05,-3,-3
-3.17500e-05,-3,-3
-3.17480e-05,-3,-3
-3.17460e-05,-3,-3
-3.17440e-05,-3,-3
-3.17420e-05,-3,-3
-3.17400e-05,-3,-3
-3.17380e-05,-3,-3
-3.17360e-05,-3,-3
-3.17340e-05,-3,-3
-3.17320e-05,-3,-3
-3.17300e-05,-3,-3
-3.17280e-05,-3,-3
-3.17260e-05,-3,-3
-3.17240e-05,-3,-3
-3.17220e-05,-3,-3
-3.17200e-05,-3,-3
-3.17180e-05,-3,-3
-3.17160e-05,-3,-3
-3.17140e-05,-3,-3
-3.17120e-05,-3,-5
-3.17100e-05,-5,-3
-3.17080e-05,-5,-5
-3.17060e-05,-5,-3
-3.17040e-05,-5,-5
-3.17020e-05,-3,-3
-3.17000e-05,-3,-3
-3.16980e-05,-3,-3
-3.16960e-05,-3,-3
-3.16940e-05,-3,-3
-3.16920e-05,-3,-3
-3.16900e-05,-3,-3
-3.16880e-05,-3,-3
-3.16860e-05,-3,-3
-3.16840e-05,-3,-3
-3.16820e-05,-3,-3
-3.16800e-05,-3,-3
-3.16780e-05,-3,-3
-3.16760e-05,-3,-3
-3.16740e-05,-3,-3
-3.16720e-05,-3,-5
-3.16700e-05,-5,-3
-3.16680e-05,-3,-3
-3.16660e-05,-3,-3
-3.16640e-05,-3,-3
-3.16620e-05,-3,-3
-3.16600e-05,-3,-3
-3.16580e-05,-3,-3
-3.16560e-05,-3,-3
-3.16540e-05,-3,-3
-3.16520e-05,-3,-3
-3.16500e-05,-3,-3
-3.16480e-05,-3,-3
-3.16460e-05,-3,-3
-3.16440e-05,-3,-3
-3.16420e-05,-3,-3
-3.16400e-05,-3,-3
-3.16380e-05,-3,-3
-3.16360e-05,-3,-3
-3.16340e-05,-3,-3
-3.16320e-05,-3,-3
-3.16300e-05,-3,-3
-3.16280e-05,-3,-3
-3.16260e-05,-3,-3
-3.16240e-05,-3,-3
-3.16220e-05,-3,-3
-3.16200e-05,-3,-3
-3.16180e-05,-3,-3
-3.16160e-05,-3,-3
-3.16140e-05,-3,-3
-3.16120e-05,-3,-3
-3.16100e-05,-3,-3
-3.16080e-05,-3,-3
-3.16060e-05,-3,-3
-3.16040e-05,-3,-3
-3.16020e-05,-3,-3
-3.16000e-05,-3,-3
-3.15980e-05,-3,-3
-3.15960e-05,-5,-5
-3.15940e-05,-3,-3
-3.15920e-05,-3,-3
-3.15900e-05,-3,-3
-3.15880e-05,-3,-3
-3.15860e-05,-3,-3
-3.15840e-05,-3,-3
-3.15820e-05,-3,-3
-3.15800e-05,-3,-3
-3.15780e-05,-3,-3
-3.15760e-05,-5,-5
-3.15740e-05,-3,-3
-3.15720e-05,-3,-3
-3.15700e-05,-3,-3
-3.15680e-05,-3,-3
-3.15660e-05,-3,-3
-3.15640e-05,-3,-3
-3.15620e-05,-3,-3
-3.15600e-05,-3,-3
-3.15580e-05,-3,-3
-3.15560e-05,-3,-3
-3.15540e-05,-3,-3
-3.15520e-05,-3,-3
-3.15500e-05,-3,-3
-3.15480e-05,-3,-3
-3.15460e-05,-3,-3
-3.15440e-05,-3,-3
-3.15420e-05,-3,-3
-3.15400e-05,-3,-3
-3.15380e-05,-3,-3
-3.15360e-05,-3,-3
-3.15340e-05,-3,-3
-3.15320e-05,-3,-3
-3.15300e-05,-3,-3
-3.15280e-05,-3,-3
-3.15260e-05,-3,-3
-3.15240e-05,-3,-3
-3.15220e-05,-3,-3
-3.15200e-05,-3,-5
-3.15180e-05,-5,-3
-3.15160e-05,-3,-3
-3.15140e-05,-3,-3
-3.15120e-05,-3,-3
-3.15100e-05,-3,-3
-3.15080e-05,-3,-3
-3.15060e-05,-3,-3
-3.15040e-05,-3,-3
-3.15020e-05,-3,-3
-3.15000e-05,-3,-3
-3.14980e-05,-3,-3
-3.14960e-05,-3,-3
-3.14940e-05,-3,-3
-3.14920e-05,-3,-3
-3.14900e-05,-3,-3
-3.14880e-05,-3,-3
-3.14860e-05,-3,-3
-3.14840e-05,-3,-3
-3.14820e-05,-3,-3
-3.14800e-05,-3,-3
-3.14780e-05,-3,-3
-3.14760e-05,-5,-5
-3.14740e-05,-3,-3
-3.14720e-05,-3,-3
-3.14700e-05,-3,-3
-3.14680e-05,-3,-3
-3.14660e-05,-3,-3
-3.14640e-05,-3,-3
-3.14620e-05,-3,-3
-3.14600e-05,-3,-3
-3.14580e-05,-3,-3
-3.14560e-05,-3,-3
-3.14540e-05,-3,-3
-3.14520e-05,-3,-3
-3.14500e-05,-3,-3
-3.14480e-05,-3,-3
-3.14460e-05,-3,-3
-3.14440e-05,-3,-3
-3.14420e-05,-3,-3
-3.14400e-05,-3,-3
-3.14380e-05,-3,-3
-3.14360e-05,-5,-5
-3.14340e-05,-3,-3
-3.14320e-05,-5,-5
-3.14300e-05,-3,-3
-3.14280e-05,-3,-3
-3.14260e-05,-3,-3
-3.14240e-05,-3,-3
-3.14220e-05,-3,-3
-3.14200e-05,-3,-5
-3.14180e-05,-5,-3
-3.14160e-05,-5,-5
-3.14140e-05,-5,-3
-3.14120e-05,-3,-3
-3.14100e-05,-3,-3
-3.14080e-05,-5,-5
-3.14060e-05,-5,-3
-3.14040e-05,-5,-5
-3.14020e-05,-3,-3
-3.14000e-05,-3,-3
-3.13980e-05,-3,-3
-3.13960e-05,-5,-5
-3.13940e-05,-3,-3
-3.13920e-05,-3,-3
-3.13900e-05,-3,-3
-3.13880e-05,-5,-5
-3.13860e-05,-3,-3
-3.13840e-05,-3,-3
-3.13820e-05,-3,-3
-3.13800e-05,-3,-3
-3.13780e-05,-3,-3
-3.13760e-05,-3,-3
-3.13740e-05,-3,-3
-3.13720e-05,-3,-3
-3.13700e-05,-3,-3
-3.13680e-05,-3,-3
-3.13660e-05,-3,-3
-3.13640e-05,-3,-3
-3.13620e-05,-3,-3
-3.13600e-05,-3,-3
-3.13580e-05,-3,-3
-3.13560e-05,-3,-3
-3.13540e-05,-3,-3
-3.13520e-05,-3,-3
-3.13500e-05,-3,-3
-3.13480e-05,-3,-3
-3.13460e-05,-3,-3
-3.13440e-05,-3,-3
-3.13420e-05,-3,-3
-3.13400e-05,-3,-3
-3.13380e-05,-3,-3
-3.13360e-05,-3,-3
-3.13340e-05,-3,-3
-3.13320e-05,-5,-5
-3.13300e-05,-3,-3
-3.13280e-05,-3,-3
-3.13260e-05,-3,-3
-3.13240e-05,-3,-3
-3.13220e-05,-3,-3
-3.13200e-05,-3,-3
-3.13180e-05,-3,-3
-3.13160e-05,-3,-3
-3.13140e-05,-3,-3
-3.13120e-05,-3,-5
-3.13100e-05,-5,-3
-3.13080e-05,-3,-3
-3.13060e-05,-3,-3
-3.13040e-05,-3,-3
-3.13020e-05,-3,-3
-3.13000e-05,-3,-3
-3.12980e-05,-3,-3
-3.12960e-05,-3,-3
-3.12940e-05,-3,-3
-3.12920e-05,-3,-3
-3.12900e-05,-3,-3
-3.12880e-05,-3,-3
-3.12860e-05,-3,-3
-3.12840e-05,-3,-3
-3.12820e-05,-3,-3
-3.12800e-05,-3,-3
-3.12780e-05,-3,-3
-3.12760e-05,-3,-5
-3.12740e-05,-5,-3
-3.12720e-05,-3,-3
-3.12700e-05,-3,-3
-3.12680e-05,-3,-3
-3.12660e-05,-3,-3
-3.12640e-05,-3,-3
-3.12620e-05,-3,-3
-3.12600e-05,-3,-5
-3.12580e-05,-5,-3
-3.12560e-05,-3,-3
-3.12540e-05,-3,-3
-3.12520e-05,-3,-3
-3.12500e-05,-3,-3
-3.12480e-05,-3,-3
-3.12460e-05,-3,-3
-3.12440e-05,-3,-3
-3.12420e-05,-3,-3
-3.12400e-05,-3,-3
-3.12380e-05,-3,-3
-3.12360e-05,-3,-3
-3.12340e-05,-3,-3
-3.12320e-05,-3,-3
-3.12300e-05,-3,-3
-3.12280e-05,-3,-3
-3.12260e-05,-3,-3
-3.12240e-05,-3,-3
-3.12220e-05,-3,-3
-3.12200e-05,-3,-3
-3.12180e-05,-3,-3
-3.12160e-05,-5,-5
-3.12140e-05,-3,-3
-3.12120e-05,-3,-3
-3.12100e-05,-3,-3
-3.12080e-05,-3,-3
-3.12060e-05,-3,-3
-3.12040e-05,-3,-3
-3.12020e-05,-3,-3
-3.12000e-05,-3,-3
-3.11980e-05,-3,-3
-3.11960e-05,-3,-3
-3.11940e-05,-3,-3
-3.11920e-05,-3,-3
-3.11900e-05,-3,-3
-3.11880e-05,-3,-5
-3.11860e-05,-5,-3
-3.11840e-05,-3,-3
-3.11820e-05,-3,-3
-3.11800e-05,-3,-3
-3.11780e-05,-3,-3
-3.11760e-05,-3,-3
-3.11740e-05,-3,-3
-3.11720e-05,-3,-3
-3.11700e-05,-3,-3
-3.11680e-05,-3,-5
-3.11660e-05,-5,-3
-3.11640e-05,-5,-5
-3.11620e-05,-3,-3
-3.11600e-05,-3,-3
-3.11580e-05,-3,-3
-3.11560e-05,-3,-3
-3.11540e-05,-3,-3
-3.11520e-05,-3,-3
-3.11500e-05,-3,-3
-3.11480e-05,-3,-3
-3.11460e-05,-3,-3
-3.11440e-05,-3,-3
-3.11420e-05,-3,-3
-3.11400e-05,-3,-3
-3.11380e-05,-3,-3
-3.11360e-05,-3,-3
-3.11340e-05,-3,-3
-3.11320e-05,-3,-3
-3.11300e-05,-3,-3
-3.11280e-05,-3,-3
-3.11260e-05,-3,-3
-3.11240e-05,-3,-3
-3.11220e-05,-3,-3
-3.11200e-05,-3,-3
-3.11180e-05,-3,-3
-3.11160e-05,-3,-5
